polling_unit_id,region,distance_to_warehouse_km,road_condition,security_risk_level,historical_incidents,weather_forecast,delivery_time_hours,staff_training_level,materials_delivered,delivery_delay_hours,risk_score,high_risk_flag
PU_0026,Kano,64.32676241219434,Good,High,3,Clear,1.5628606334750097,High,1,1.4093880373494727,27.979434538463078,0
PU_0027,Abuja,42.15706202867351,Good,Low,3,Clear,2.060080427226142,Medium,1,7.8864959295818995,28.26115630010755,0
PU_0028,Rivers,59.865246940948815,Good,Low,0,Clear,1.4454677795882374,Medium,1,8.780848636505699,27.144322342948314,0
PU_0029,Rivers,42.57859404713907,Fair,Low,3,Rain,0.9094833502221522,Medium,1,7.670565650449756,29.02156728510245,0
PU_0030,Kano,16.146582881139274,Poor,Medium,2,Storm,0.5509858261355007,Medium,1,7.123954426336128,24.91524821573205,0
PU_0031,Rivers,47.473248414236885,Poor,Medium,0,Clear,1.054720987139456,Medium,1,3.451627749061484,21.672091306439604,0
PU_0032,Rivers,69.40086437216225,Good,High,1,Clear,2.0761423714267115,Low,1,6.466017249575505,32.579198748795704,0
PU_0033,Lagos,80.12909695909734,Good,Medium,2,Rain,1.7071161762567948,Medium,1,0.860478196428236,25.316536686461824,0
PU_0034,Kano,49.83930140285813,Good,Low,1,Clear,0.8439184115075297,Medium,1,3.3955010934752785,19.061111920784548,0
PU_0035,Kaduna,17.358551130829692,Fair,Low,5,Clear,0.3320914693466143,Low,1,7.82995650383072,28.21664498191202,0
PU_0036,Kano,42.054083255293726,Good,Low,2,Clear,0.7623936041178817,Medium,1,1.219369235483302,16.239870504283697,0
PU_0037,Kaduna,78.84309895532813,Good,High,1,Rain,1.3808376131777258,Medium,0,19.384402619078802,53.84522371968383,1
PU_0038,Lagos,41.87306779109021,Poor,Low,2,Clear,1.0188700749315478,Medium,0,18.22654546097218,44.714431749676315,1
PU_0039,Abuja,69.95654856681801,Fair,Medium,2,Clear,2.0151647004429045,High,1,6.447616921438898,32.66273509552195,0
PU_0040,Rivers,51.21415448613089,Good,Low,0,Clear,0.8827088323637831,Medium,1,1.0110289573755482,13.7593743332895,0
PU_0041,Lagos,24.881089385830272,Good,Medium,3,Rain,0.555511546577902,Medium,0,10.107870822720702,30.138024111247105,0
PU_0042,Rivers,79.81890029428436,Fair,Low,2,Clear,2.598460817549199,Medium,1,9.019931121278983,36.49367674077535,1
PU_0043,Abuja,9.337131952998016,Fair,Medium,0,Clear,0.32643832997663264,High,0,12.912679472578418,26.23644559946723,0
PU_0044,Abuja,52.96413799275991,Fair,Medium,3,Clear,1.1108461056029537,Low,1,1.5433918509826372,23.90791537502594,0
PU_0045,Lagos,21.68021239009709,Good,Low,4,Rain,0.604702847805946,Low,1,1.1363590960544967,16.040581122101166,0
PU_0046,Abuja,7.63949722559619,Poor,Low,5,Clear,0.24178770462045399,Medium,1,9.285085344336593,30.45552746162413,0
PU_0047,Kaduna,50.790459771241636,Fair,High,1,Clear,1.739131249701973,Medium,0,14.169077102809878,41.411707608463146,1
PU_0048,Abuja,50.456653437557435,Poor,Low,3,Rain,1.9486232961024506,Low,0,19.42654137602024,50.231142751541846,1
PU_0049,Rivers,70.98318926589636,Good,Low,3,Storm,1.8156552849540613,High,1,6.948032391563247,32.618686440524144,0
PU_0050,Rivers,74.73031861213859,Good,Low,0,Clear,2.2145514758300378,Medium,1,3.184679140307157,21.723082432888454,0
PU_0051,Rivers,73.05135738059678,Good,Medium,1,Clear,1.8868507676659554,Low,1,6.761830110454168,30.75301664180061,0
PU_0052,Rivers,41.54631455875875,Poor,Low,2,Clear,1.385412085648711,High,1,8.230641762773066,29.65522555591135,0
PU_0053,Kaduna,63.53728893542969,Good,Low,2,Rain,1.091183145231206,High,1,5.0457838118227025,26.276133504819995,0
PU_0054,Kano,58.11757902175207,Good,Low,3,Clear,2.258936713117141,Low,1,8.477844451056,32.34028248093442,0
PU_0055,Lagos,42.73461385557504,Good,High,2,Clear,0.7390172279367712,Medium,1,3.714946632855254,25.11934272039789,0
PU_0056,Rivers,60.12405672441333,Fair,Low,1,Rain,1.610856784429332,Medium,1,0.7226425871319375,18.108775225580573,0
PU_0057,Abuja,94.77753979391998,Poor,Low,1,Clear,2.397207667191555,Medium,0,7.0752164196602685,36.5683325882744,1
PU_0058,Rivers,20.09648062445636,Poor,Low,1,Clear,0.7416709981029038,Medium,0,5.978276640846086,19.9867110861604,0
PU_0059,Abuja,90.6714374827671,Fair,Low,0,Storm,2.4048249589258437,High,1,5.665176742347522,29.632052610074705,0
PU_0060,Abuja,6.292095884336638,Poor,Low,0,Rain,0.2580330107111285,High,0,15.63762723088018,29.714860023187597,0
PU_0061,Rivers,31.530532077264404,Good,Medium,2,Clear,0.5378464232167383,Medium,1,6.317802438806118,23.782810073662056,0
PU_0062,Kaduna,29.526379612541295,Poor,Medium,1,Clear,0.8473478048465952,High,1,7.754088014480162,26.536407944228504,0
PU_0063,Abuja,63.01014568020967,Good,Low,3,Clear,2.205399538445621,Medium,0,11.559540656703065,37.94134012109653,1
PU_0064,Abuja,13.991270225951741,Good,Low,3,Rain,0.28059617708556883,Low,1,1.40558750971428,12.906635309761768,0
PU_0065,Rivers,88.35241357213562,Good,Low,3,Clear,2.660954273616785,Low,1,0.006826950536007459,25.680723140231134,0
PU_0066,Abuja,83.02658943803908,Good,Low,0,Clear,1.8755646780957402,Medium,0,17.40353884713385,44.71062615830859,1
PU_0067,Abuja,65.5545161488425,Good,Medium,5,Rain,2.5976905556814005,Medium,0,11.070268834784276,43.71630648194491,1
PU_0068,Rivers,46.382969347427576,Good,Low,4,Clear,1.216866420171187,Medium,1,5.649800795452991,27.751295062665005,0
PU_0069,Rivers,93.36264817206576,Good,Low,1,Rain,2.9922551936348722,Medium,1,9.06311960822822,36.26720904675548,1
PU_0070,Lagos,83.24390891733503,Good,Low,0,Rain,1.621345724361225,Low,1,6.304172809242666,28.10504099733101,0
PU_0071,Kaduna,50.432199660043246,Good,Low,3,Rain,1.9819855186777624,High,1,1.8083281980765453,20.79893222912347,0
PU_0072,Kaduna,70.48546209097681,Poor,Low,2,Clear,1.552608439567362,Medium,1,5.652024683886607,31.575129444025272,0
PU_0073,Abuja,57.126065265788775,Poor,Low,4,Clear,2.8154323923544236,Medium,1,7.920286273916299,36.3056424640322,1
PU_0074,Kaduna,59.20628160043819,Poor,Medium,2,Clear,2.7933986648137994,High,1,4.63998293482139,29.801230722319723,0
PU_0075,Abuja,33.766630874309655,Fair,Low,3,Rain,0.7761080482708728,Low,1,3.2378195730997827,20.610055534511606,0
PU_0076,Lagos,46.74637585786478,Fair,Medium,2,Rain,0.8554543394307345,Low,1,7.789672906835731,30.03378453182655,0
PU_0077,Rivers,8.734021648184676,Poor,Low,1,Clear,0.22706033132265324,Medium,1,2.413680216888625,12.367324654969874,0
PU_0078,Rivers,36.37752047479466,Fair,Medium,2,Clear,0.9885213867884507,Medium,1,1.7257382374129526,18.86411145107836,0
PU_0079,Rivers,69.88702302085305,Good,Low,0,Rain,2.961737741974897,High,1,3.164842844047322,20.724668870241594,0
PU_0080,Kaduna,95.36838702011245,Good,Low,2,Clear,1.82280340701218,High,1,1.99823843357251,28.071035054381255,0
PU_0081,Lagos,96.34334716353901,Good,Low,1,Clear,2.4546110944965114,Low,0,19.32988286403351,52.26349372875807,1
PU_0082,Kaduna,56.016564043364276,Poor,Low,2,Rain,1.895562213303941,High,1,7.553989949209928,31.534297732487747,0
PU_0083,Kaduna,61.05560292914863,Fair,Low,2,Rain,1.1773741104016853,Low,1,3.593108480914655,24.60078330720171,0
PU_0084,Lagos,19.386397364595783,Good,Low,1,Clear,0.5112943711240543,High,1,7.646945061628232,19.347697065361505,0
PU_0085,Lagos,69.83550270125954,Good,Low,2,Clear,2.7114873429342103,Medium,1,0.14487186682330067,20.18440834048686,0
PU_0086,Lagos,7.9952204747642375,Good,Medium,1,Clear,0.3373932022029455,High,1,7.601230735899085,19.000890198801475,0
PU_0087,Lagos,29.183882894145007,Fair,Low,1,Storm,0.49777692903783266,Medium,1,7.478386825979814,22.054356817798723,0
PU_0088,Rivers,67.16797138125878,Fair,Low,4,Clear,1.470437151571311,Medium,1,3.5991401688821725,29.832304529575016,0
PU_0089,Kano,31.72070302280544,Good,Low,3,Rain,1.0661006827549961,High,1,2.6428756133423317,18.308454024574587,0
PU_0090,Kano,5.934840537330977,Good,Low,1,Clear,0.14752422495699014,High,1,4.613942108138778,12.107881269674362,0
PU_0091,Lagos,83.35517052574542,Fair,High,2,Clear,1.634305875334525,Medium,1,3.746777272395736,34.29120001374269,0
PU_0092,Kano,31.722670706321743,Poor,Low,2,Clear,0.5698042789710903,Medium,1,2.3190873273570514,18.823165132299927,0
PU_0093,Kano,7.247417261009164,Poor,Low,2,Clear,0.16579295367646307,High,0,5.6636925789948735,18.945022320694143,0
PU_0094,Lagos,8.404028285783653,Good,Low,1,Clear,0.14917286312943015,Medium,0,14.788160544905821,27.863046474515464,0
PU_0095,Kano,25.924121080086607,Good,Medium,2,Clear,0.688345988013709,Low,1,0.03777047476710482,13.24147992816798,0
PU_0096,Kaduna,18.623578774931097,Good,Low,2,Rain,0.3427489804742321,Medium,1,6.341160122799108,19.23645593918488,0
PU_0097,Abuja,77.65571166023493,Fair,Medium,3,Rain,3.6438381355720586,Medium,1,8.572646064987028,39.39011142952753,1
PU_0098,Abuja,32.84672062003641,Fair,High,1,Rain,0.6980198586053789,Low,1,4.5778424259964,23.436107763001882,0
PU_0099,Lagos,80.66488271894342,Good,Medium,1,Rain,2.2564164626309537,High,1,7.298882983176208,33.08130101855299,0
PU_0100,Rivers,18.210753784492127,Fair,Medium,2,Clear,0.36979821993656187,Low,1,4.381955488991237,19.21508399038528,0
PU_0101,Lagos,49.795038774864295,Good,Medium,0,Clear,1.0303091889507097,Medium,1,9.53991558683844,28.26888113523052,0
PU_0102,Rivers,69.11567622175976,Poor,Low,1,Storm,1.6417798340969434,Low,1,1.8467034438960295,23.593190410195998,0
PU_0103,Abuja,65.54709453271963,Good,Low,3,Rain,1.2079273589304946,High,1,9.340595658141835,35.12031239375668,1
PU_0104,Lagos,60.51181158309661,Good,Medium,2,Clear,1.1432825332870857,High,1,4.42412674695867,26.738552437057326,0
PU_0105,Kaduna,92.55733859118581,Fair,Low,1,Clear,1.5659746085524044,Medium,1,2.6059526064577296,27.420396627923758,0
PU_0106,Kano,23.62398962296769,Fair,Medium,1,Clear,0.7758187956610585,Medium,1,6.07875478195189,20.842930097521375,0
PU_0107,Rivers,49.878201241748435,Fair,Low,1,Clear,1.2063373710736502,High,0,12.690188524410999,34.01092303496618,0
PU_0108,Kano,88.51526245716846,Poor,Low,3,Storm,1.8314908799523943,High,1,3.9790665679207105,34.67165234331476,1
PU_0109,Kano,8.711482793920547,Good,Medium,1,Clear,0.15221301358239972,Medium,1,5.73168784214568,16.339828322002628,0
PU_0110,Lagos,6.532938557054449,Good,Low,2,Rain,0.11943879909146564,Medium,1,3.0142860424622864,11.82801677510432,0
PU_0111,Kano,24.09692646827085,Poor,Medium,1,Clear,0.6048719384025772,Medium,1,0.7547729489752353,14.951544717117024,0
PU_0112,Kaduna,63.66910073426383,Fair,High,5,Clear,1.5779844344739564,Low,1,2.3595770105450544,34.27318566267034,0
PU_0113,Kano,26.72808301853088,Good,Medium,2,Clear,0.9978677470523444,High,1,9.869406287382658,28.149726034780162,0
PU_0114,Lagos,19.8337484970711,Fair,Low,3,Clear,0.3624612658276238,High,1,3.188015046857735,17.748772269700822,0
PU_0115,Kaduna,46.42142922047091,Fair,Medium,1,Rain,1.4641867242148034,High,0,22.17514799023954,49.5470078294535,1
PU_0116,Abuja,61.74620880817174,Good,Low,2,Storm,1.2758188150327578,Medium,1,5.1487446087090785,26.072358674697963,0
PU_0117,Kano,25.6072129946573,Good,Low,1,Storm,0.5705737319766414,Medium,0,9.930166279981563,24.016692018903804,0
PU_0118,Lagos,30.768427485650463,Good,Low,2,Clear,0.9800996815701372,Low,0,11.908338706308186,30.01619355659237,0
PU_0119,Abuja,61.74237117633987,Good,Low,3,Rain,1.0861235647735175,Low,1,9.31957949474581,34.32784347738669,0
PU_0120,Abuja,94.62810377695581,Poor,Low,0,Clear,2.402175904631541,High,1,4.523116237095595,30.710295111034554,0
PU_0121,Rivers,67.79943101637073,Good,Low,2,Clear,1.2143940693339912,High,1,2.321758902419223,23.042524556902983,0
PU_0122,Kaduna,78.50751021487143,Good,High,2,Clear,2.6345656869434753,High,1,8.275889543802865,39.11533635867858,1
PU_0123,Kano,37.31419938079141,Fair,Medium,1,Clear,1.3698796060799185,Low,0,19.785419801628997,44.140969578601776,1
PU_0124,Lagos,27.95318157906214,Fair,Medium,1,Clear,0.6375706582477867,Medium,1,4.9666021889687535,20.040539599265557,0
PU_0125,Rivers,45.97250657705963,Fair,Low,3,Clear,1.169097168805799,High,1,7.502022702061975,29.447535368504887,0
PU_0126,Kaduna,80.90615004245569,Good,Low,2,Storm,2.263967912587468,Medium,1,4.667586783984322,29.18261018446762,0
PU_0127,Rivers,46.173664537265026,Poor,Low,0,Storm,0.981459920673594,Low,1,7.026897775842129,24.7750795712162,0
PU_0128,Kaduna,84.82581547019625,Fair,Medium,2,Rain,1.4371496221731006,Medium,1,8.386124075113901,38.5443492067101,1
PU_0129,Kaduna,98.88842608881758,Good,High,1,Clear,2.9951476553112197,Medium,1,3.623299295187663,34.212634160545015,0
PU_0130,Kano,8.130639907303298,Poor,Medium,4,Rain,0.18068295549674482,Medium,0,7.065332462184619,27.224126674737587,0
PU_0131,Kaduna,5.495605452286665,Good,Medium,2,Clear,0.10657898133948442,High,1,7.5474100629182415,20.420236184834696,0
PU_0132,Rivers,15.80938058842282,Poor,Low,2,Clear,0.5000084370975609,High,1,4.0736515466100665,18.272353437599662,0
PU_0133,Kaduna,39.052597897700274,Fair,Low,1,Storm,1.2212493332753076,Medium,1,1.7874306689610597,15.491665582981646,0
PU_0134,Kano,13.973178705397808,Poor,Low,2,Clear,0.24536414909824925,High,1,9.530794751175932,26.09082786784346,0
PU_0135,Kano,87.19578328425685,Good,Low,1,Clear,3.4865392135353868,Medium,1,4.577904884225825,28.30601398319011,0
PU_0136,Rivers,3.2914788516793165,Poor,Medium,0,Clear,0.10053795677499235,High,1,6.103380613447953,16.81336669050779,0
PU_0137,Abuja,32.26347891724643,Fair,High,0,Rain,0.7697032597967823,High,0,23.503974576312846,49.70865764791856,1
PU_0138,Abuja,19.28476831992633,Fair,Low,1,Rain,0.48118824804212257,Low,0,18.12153417746119,36.03925493017705,1
PU_0139,Kaduna,93.2223936855957,Good,Medium,1,Rain,2.0105567090963596,Medium,1,8.896175433728127,37.98874188771133,1
PU_0140,Lagos,67.27861948411277,Poor,Low,0,Clear,2.774053438184028,Medium,1,2.3798735286063852,22.025534189732134,0
PU_0141,Kaduna,91.29099538868607,Good,Medium,1,Storm,1.581259455158933,Medium,1,8.92075242132474,37.63932770972433,1
PU_0142,Rivers,97.26054232072894,Good,Low,4,Clear,2.704344082409249,Medium,1,6.203267453644802,38.75700964461299,1
PU_0143,Rivers,50.21272612405955,Fair,Low,1,Storm,1.0963007302136665,High,1,4.202715318026069,21.346618201851015,0
PU_0144,Rivers,24.1975916967546,Good,Medium,1,Storm,0.48995349301627006,Low,0,20.007960196996578,40.851458634845784,1
PU_0145,Rivers,20.17914983346234,Good,Low,1,Clear,0.42743110542023094,Medium,0,7.658044480372743,19.52289668725158,0
PU_0146,Rivers,23.068967306898212,Fair,Low,0,Clear,0.46996215605554825,Low,1,7.617576038510368,19.040157519145193,0
PU_0147,Kano,71.15073745457829,Good,Medium,1,Rain,1.6970816867432752,Medium,1,9.29373973748683,34.1707570971459,0
PU_0148,Abuja,5.004127084177073,Poor,Low,0,Rain,0.08649304815574861,High,1,5.836234151839109,14.75517664459408,0
PU_0149,Rivers,6.084746230238772,Fair,Medium,4,Rain,0.15841838407541928,Low,1,2.884527300623143,18.54374019698247,0
PU_0150,Lagos,61.20615129593185,Fair,Medium,0,Rain,1.1336438607993484,Low,1,2.0245627651388034,20.278074406894575,0
PU_0151,Lagos,64.56365752700324,Good,Low,1,Clear,2.1907942169081487,Low,0,21.059587626904502,48.5021129457574,1
PU_0152,Lagos,66.86102950792355,Fair,Low,1,Clear,1.2873400813479172,Medium,1,8.19095872443891,30.658643988243078,0
PU_0153,Lagos,37.816169954270535,Poor,Low,0,Storm,0.8367404806592958,High,1,4.096949297454549,18.70865793703593,0
PU_0154,Kano,80.78854398270116,Good,Low,2,Clear,1.4548996649186676,Medium,0,6.135492966898688,31.360948246888263,0
PU_0155,Lagos,53.82883418493514,Good,Low,2,Rain,1.1897445555065165,Low,1,6.337489979020267,26.272001805517426,0
PU_0156,Rivers,11.441097370932525,Good,Low,3,Clear,0.38307893174031604,Medium,1,9.945163209621748,25.20596428861913,0
PU_0157,Kaduna,79.91283139966718,Fair,Medium,2,Clear,3.573693168729823,High,1,0.9334020054993908,26.382669288182523,0
PU_0158,Lagos,95.35371084077538,Fair,Low,2,Clear,1.9956241963666705,Low,1,7.999432483902568,38.06989089400893,1
PU_0159,Kano,6.943594987233509,Good,Low,3,Rain,0.2322810473742317,Low,1,3.6817761704277006,14.911383253088253,0
PU_0160,Kano,39.74378253135741,Fair,Medium,1,Clear,0.7029603889295029,Low,1,6.065133883642345,24.046457331735,0
PU_0161,Lagos,49.264088438640016,Poor,Medium,0,Clear,0.8389246616532421,Low,1,6.239968464933906,26.212770385128863,0
PU_0162,Kaduna,15.500605247753377,Good,High,2,Rain,0.2654010790873048,Medium,1,0.7744629236566325,15.261815435035626,0
PU_0163,Lagos,86.90318583050484,Fair,Medium,3,Clear,3.069483052102892,High,1,0.6330204869908318,29.330167896587216,0
PU_0164,Kano,29.130814844114358,Poor,Low,4,Rain,0.6975117287492689,High,1,2.5732037891533164,22.685968652552845,0
PU_0165,Abuja,78.51784545387785,Poor,High,5,Clear,1.3492709445551334,High,1,7.862990776376174,47.498055255339835,1
PU_0166,Rivers,67.42845372080329,Good,Low,0,Clear,3.356224819864135,Medium,1,7.75425914919114,27.11707946794737,0
PU_0167,Kano,60.20653642423532,Good,Medium,2,Clear,2.352909338356646,High,1,2.507959603982836,23.803246690821318,0
PU_0168,Lagos,20.022142020958885,Poor,Low,3,Rain,0.47796196812719666,Low,1,7.195210130811912,25.797243600409644,0
PU_0169,Rivers,22.849648534539664,Good,Low,2,Storm,0.6157811020876548,Medium,0,16.167355821378965,34.820963438976385,1
PU_0170,Lagos,5.687492069910363,Fair,Medium,3,Clear,0.20953411859131313,High,1,9.34584724388949,26.156269279816307,0
PU_0171,Lagos,24.830530548444372,Fair,Low,2,Clear,0.6741882725319035,High,0,23.08624776186186,46.59547775248166,1
PU_0172,Abuja,35.198917336590895,Fair,Low,2,Clear,1.4267054477902281,High,1,7.979448128824767,26.00895566055533,0
PU_0173,Rivers,83.48138508238011,Good,Medium,3,Clear,2.6026087189978253,High,1,7.526720476865649,37.9863577317745,1
PU_0174,Rivers,37.272874004765725,Poor,Low,5,Rain,1.6123187417375244,Medium,1,7.914439127790763,34.32623349263929,0
PU_0175,Abuja,75.70755649379504,Good,Low,3,Clear,2.0456568880981205,Medium,1,4.1332741509817685,29.341422525231657,0
PU_0176,Kano,44.50478584825327,Fair,Low,2,Storm,0.7597932291599333,Medium,1,4.04335346281753,21.96598736387695,0
PU_0177,Lagos,78.70196288739496,Good,Medium,1,Clear,1.6434558164266981,Medium,1,2.918097094081981,26.117538218601965,0
PU_0178,Kaduna,97.65088844326695,Good,Low,6,Rain,2.918438138823865,High,1,3.611722023402202,38.947760723756694,1
PU_0179,Lagos,24.74431424770043,Good,Low,2,Storm,0.45352908213910254,Medium,0,23.874463351585906,46.760557876918945,1
PU_0180,Lagos,86.37181958442373,Poor,Low,1,Rain,3.9080558056926025,High,0,20.17987555185116,54.54417724466149,1
PU_0181,Kano,62.56058454427169,Fair,Low,2,Clear,2.349256142277644,Medium,1,1.3261782449728776,21.501384276313654,0
PU_0182,Lagos,81.91213189727682,Fair,Low,1,Clear,3.1358018167525192,Medium,1,6.329675866801204,30.87694017965717,0
PU_0183,Abuja,65.50700432451272,Fair,Medium,2,Clear,1.548281858811281,Medium,1,8.56922739638401,34.955241959478556,1
PU_0184,Abuja,42.97100122014086,Good,Low,0,Rain,1.7477056452751432,Medium,1,1.5611107496391496,12.935866368486897,0
PU_0185,Rivers,23.579419004737247,Fair,Low,2,Clear,1.0430526104759388,Medium,0,21.693614960800076,44.25630624214756,1
PU_0186,Kaduna,7.933487307785337,Good,Low,1,Storm,0.1365818112787554,Medium,0,21.905949111063407,38.445621128152176,1
PU_0187,Lagos,54.01631808161098,Fair,Medium,1,Clear,0.9256813808502189,Low,1,8.04009253934595,29.863402425341125,0
PU_0188,Lagos,99.0422833581597,Good,Medium,0,Rain,3.064747439603964,High,1,4.743882746089765,30.924280790766588,0
PU_0189,Kano,74.06613869640641,Poor,Low,3,Clear,1.2659587911076915,High,1,3.5781212773491755,31.180409655305045,0
PU_0190,Abuja,33.40720859850264,Fair,Low,2,Rain,0.8513352022932749,High,0,13.119628776579022,33.36088488456906,0
PU_0191,Kaduna,82.89327520858679,Good,Medium,0,Storm,1.8416905402241264,Medium,1,6.181272140394329,29.850563252308852,0
PU_0192,Rivers,77.12941601746425,Good,Medium,2,Storm,3.4245524625528936,Medium,0,14.030476199410671,44.47159750260886,1
PU_0193,Abuja,28.88194354199222,Good,Low,5,Clear,0.641103643748848,Medium,1,0.5475534036753427,18.59771881391146,0
PU_0194,Rivers,2.416441489629234,Poor,Medium,0,Clear,0.04910890060996634,Medium,1,1.3537362363535543,9.513892652456178,0
PU_0195,Kano,12.69810121486101,Good,Medium,0,Clear,0.28021715217774085,Low,0,13.29190874651092,26.47748336273858,0
PU_0196,Kano,87.85331284089371,Good,Low,5,Clear,1.7557635051045377,Low,1,4.37372094988617,36.131243993008,1
PU_0197,Lagos,83.8197404951823,Good,Low,1,Clear,1.8656199316522963,Medium,1,0.22134989668144867,21.095972944058634,0
PU_0198,Kaduna,30.22569108695788,Poor,Low,1,Clear,0.5722922175627944,Medium,0,13.426883267614368,33.185463118813125,0
PU_0199,Rivers,29.234347202157622,Fair,High,2,Rain,0.5883158019579343,High,0,9.6728709159826,32.356175814405425,0
PU_0200,Abuja,79.49363372314464,Good,Medium,2,Clear,1.443391307515546,Medium,1,1.164225335373471,25.645064747689137,0
PU_0201,Kano,93.83600951964678,Fair,Low,1,Rain,1.8144524144352057,Low,0,11.997627077427413,41.763642520070476,1
PU_0202,Lagos,78.1345884229624,Poor,Low,4,Clear,1.6078933626340033,Medium,1,9.047263486988012,42.19781291507449,1
PU_0203,Lagos,60.95228902604539,Fair,Low,1,Clear,1.2406758108535032,Medium,1,7.538384254085252,28.49803418633696,0
PU_0204,Rivers,25.024463682848648,Good,Low,2,Clear,0.5279236127503558,Medium,1,7.077716695052386,21.621467779148308,0
PU_0205,Kano,53.04904349543081,Good,Low,1,Rain,1.6253524297970243,Low,1,5.640653708741916,23.070789262199035,0
PU_0206,Kaduna,24.117674000733196,Good,Low,4,Rain,0.8056703924742042,Low,1,0.2793277200138411,15.242526380167401,0
PU_0207,Kano,80.99313058958059,Good,Low,2,Storm,1.5594356830414022,High,1,3.0903075981452943,26.83408751513406,0
PU_0208,Rivers,39.309146872255994,Fair,Low,2,Rain,0.689332633408882,Low,1,9.967976027313636,29.813793415421653,0
PU_0209,Rivers,83.53602448240859,Fair,Medium,0,Storm,1.5131428752903153,Low,1,1.9622736530082419,24.650615375994082,0
PU_0210,Kano,38.779312580289805,Poor,Medium,2,Clear,0.7481407121196544,High,1,8.458190195056094,31.443147808642102,0
PU_0211,Rivers,82.59079111478924,Fair,Medium,1,Clear,2.285557678373911,High,1,6.951503791624983,33.945413910395324,0
PU_0212,Kano,33.99846370135895,Good,Medium,2,Rain,0.9322858317676586,Low,1,0.4160169672590086,15.423718191160305,0
PU_0213,Abuja,44.57313775714931,Fair,Low,2,Clear,0.8657445436932841,Medium,1,9.083333830562006,29.539628297272873,0
PU_0214,Kano,61.9333535149231,Fair,Low,1,Rain,1.5467990447469366,High,1,1.4734257886980096,19.596809386031634,0
PU_0215,Kano,7.958473788961949,Good,Low,2,Clear,0.14436776596975873,High,1,2.967981658476393,12.04366724550698,0
